instant,date,season,year,month,hour,holiday,workingday,weather,temp,atemp,hum,casual,registered,total,casual_day,registered_day,revenue_hour,revenue_day,total_rentals_hour,total_rentals_day
3500,2011-05-30,Summer,2011,May,17,1,0,Clear/Partly Cloudy,0.86,0.7879,0.41,102,202,304,1549,2549,1116,369408,304,4098
3501,2011-05-30,Summer,2011,May,18,1,0,Clear/Partly Cloudy,0.86,0.7879,0.41,77,172,249,1549,2549,901,369408,249,4098
3502,2011-05-30,Summer,2011,May,19,1,0,Mist/Cloudy,0.52,0.5,0.48,68,157,225,1549,2549,811,369408,225,4098
3503,2011-05-30,Summer,2011,May,20,1,0,Clear/Partly Cloudy,0.76,0.7121,0.58,69,168,237,1549,2549,849,369408,237,4098
3504,2011-05-30,Summer,2011,May,21,1,0,Clear/Partly Cloudy,0.74,0.697,0.7,42,107,149,1549,2549,531,369408,149,4098
3505,2011-05-30,Summer,2011,May,22,1,0,Clear/Partly Cloudy,0.72,0.697,0.74,26,80,106,1549,2549,370,369408,106,4098
3506,2011-05-30,Summer,2011,May,23,1,0,Clear/Partly Cloudy,0.7,0.6667,0.84,14,34,48,1549,2549,172,369408,48,4098
3507,2011-05-31,Summer,2011,May,0,0,1,Clear/Partly Cloudy,0.7,0.6667,0.79,9,20,29,673,3309,105,319008,29,3982
3508,2011-05-31,Summer,2011,May,1,0,1,Clear/Partly Cloudy,0.68,0.6364,0.89,8,9,17,673,3309,67,319008,17,3982
3509,2011-05-31,Summer,2011,May,2,0,1,Mist/Cloudy,0.66,0.5909,0.94,5,7,12,673,3309,46,319008,12,3982
3510,2011-05-31,Summer,2011,May,3,0,1,Mist/Cloudy,0.64,0.5606,0.94,1,3,4,673,3309,14,319008,4,3982
3511,2011-05-31,Summer,2011,May,4,0,1,Clear/Partly Cloudy,0.66,0.6061,0.83,0,3,3,673,3309,9,319008,3,3982
3512,2011-05-31,Summer,2011,May,5,0,1,Clear/Partly Cloudy,0.66,0.6061,0.83,0,26,26,673,3309,78,319008,26,3982
3513,2011-05-31,Summer,2011,May,6,0,1,Clear/Partly Cloudy,0.68,0.6364,0.79,11,98,109,673,3309,349,319008,109,3982
3514,2011-05-31,Summer,2011,May,7,0,1,Clear/Partly Cloudy,0.74,0.697,0.66,16,219,235,673,3309,737,319008,235,3982
3515,2011-05-31,Summer,2011,May,8,0,1,Clear/Partly Cloudy,0.78,0.7424,0.59,34,372,406,673,3309,1286,319008,406,3982
3516,2011-05-31,Summer,2011,May,9,0,1,Clear/Partly Cloudy,0.8,0.7576,0.55,22,153,175,673,3309,569,319008,175,3982
3517,2011-05-31,Summer,2011,May,10,0,1,Clear/Partly Cloudy,0.82,0.7879,0.56,37,72,109,673,3309,401,319008,109,3982
3518,2011-05-31,Summer,2011,May,11,0,1,Clear/Partly Cloudy,0.86,0.803,0.47,28,78,106,673,3309,374,319008,106,3982
3519,2011-05-31,Summer,2011,May,12,0,1,Clear/Partly Cloudy,0.86,0.803,0.47,37,125,162,673,3309,560,319008,162,3982
3520,2011-05-31,Summer,2011,May,13,0,1,Clear/Partly Cloudy,0.9,0.8333,0.39,37,110,147,673,3309,515,319008,147,3982
3521,2011-05-31,Summer,2011,May,14,0,1,Clear/Partly Cloudy,0.9,0.8182,0.37,41,99,140,673,3309,502,319008,140,3982
3522,2011-05-31,Summer,2011,May,15,0,1,Clear/Partly Cloudy,0.9,0.8182,0.37,42,133,175,673,3309,609,319008,175,3982
3523,2011-05-31,Summer,2011,May,16,0,1,Clear/Partly Cloudy,0.9,0.8333,0.39,44,205,249,673,3309,835,319008,249,3982
3524,2011-05-31,Summer,2011,May,17,0,1,Clear/Partly Cloudy,0.84,0.803,0.53,67,428,495,673,3309,1619,319008,495,3982
3525,2011-05-31,Summer,2011,May,18,0,1,Clear/Partly Cloudy,0.84,0.803,0.53,55,362,417,673,3309,1361,319008,417,3982
3526,2011-05-31,Summer,2011,May,19,0,1,Clear/Partly Cloudy,0.78,0.7424,0.62,39,246,285,673,3309,933,319008,285,3982
3527,2011-05-31,Summer,2011,May,20,0,1,Clear/Partly Cloudy,0.78,0.7424,0.62,38,213,251,673,3309,829,319008,251,3982
3528,2011-05-31,Summer,2011,May,21,0,1,Clear/Partly Cloudy,0.76,0.7273,0.66,45,165,210,673,3309,720,319008,210,3982
3529,2011-05-31,Summer,2011,May,22,0,1,Clear/Partly Cloudy,0.74,0.697,0.7,42,117,159,673,3309,561,319008,159,3982
3530,2011-05-31,Summer,2011,May,23,0,1,Clear/Partly Cloudy,0.72,0.697,0.79,15,46,61,673,3309,213,319008,61,3982
3531,2011-06-01,Summer,2011,Jun,0,0,1,Clear/Partly Cloudy,0.7,0.6667,0.79,9,25,34,513,3461,120,310752,34,3974
3532,2011-06-01,Summer,2011,Jun,1,0,1,Clear/Partly Cloudy,0.7,0.6667,0.84,8,9,17,513,3461,67,310752,17,3974
3533,2011-06-01,Summer,2011,Jun,2,0,1,Clear/Partly Cloudy,0.7,0.6667,0.79,0,3,3,513,3461,9,310752,3,3974
3534,2011-06-01,Summer,2011,Jun,3,0,1,Clear/Partly Cloudy,0.68,0.6364,0.89,0,6,6,513,3461,18,310752,6,3974
3535,2011-06-01,Summer,2011,Jun,4,0,1,Mist/Cloudy,0.68,0.6364,0.89,0,4,4,513,3461,12,310752,4,3974
3536,2011-06-01,Summer,2011,Jun,5,0,1,Mist/Cloudy,0.66,0.5909,0.89,2,19,21,513,3461,67,310752,21,3974
3537,2011-06-01,Summer,2011,Jun,6,0,1,Mist/Cloudy,0.68,0.6364,0.89,7,121,128,513,3461,398,310752,128,3974
3538,2011-06-01,Summer,2011,Jun,7,0,1,Mist/Cloudy,0.7,0.6667,0.79,19,265,284,513,3461,890,310752,284,3974
3539,2011-06-01,Summer,2011,Jun,8,0,1,Mist/Cloudy,0.72,0.697,0.79,37,417,454,513,3461,1436,310752,454,3974
3540,2011-06-01,Summer,2011,Jun,9,0,1,Mist/Cloudy,0.74,0.7121,0.74,34,173,207,513,3461,689,310752,207,3974
3541,2011-06-01,Summer,2011,Jun,10,0,1,Mist/Cloudy,0.76,0.7424,0.75,31,84,115,513,3461,407,310752,115,3974
3542,2011-06-01,Summer,2011,Jun,11,0,1,Mist/Cloudy,0.82,0.803,0.59,26,86,112,513,3461,388,310752,112,3974
3543,2011-06-01,Summer,2011,Jun,12,0,1,Clear/Partly Cloudy,0.86,0.8333,0.53,32,137,169,513,3461,571,310752,169,3974
3544,2011-06-01,Summer,2011,Jun,13,0,1,Clear/Partly Cloudy,0.9,0.8182,0.37,29,125,154,513,3461,520,310752,154,3974
3545,2011-06-01,Summer,2011,Jun,14,0,1,Clear/Partly Cloudy,0.9,0.8182,0.37,40,105,145,513,3461,515,310752,145,3974
3546,2011-06-01,Summer,2011,Jun,15,0,1,Clear/Partly Cloudy,0.9,0.8333,0.39,25,127,152,513,3461,506,310752,152,3974
3547,2011-06-01,Summer,2011,Jun,16,0,1,Clear/Partly Cloudy,0.86,0.803,0.47,39,227,266,513,3461,876,310752,266,3974
3548,2011-06-01,Summer,2011,Jun,17,0,1,Clear/Partly Cloudy,0.86,0.803,0.47,52,434,486,513,3461,1562,310752,486,3974
3549,2011-06-01,Summer,2011,Jun,18,0,1,Light Snow/Rain,0.82,0.7879,0.56,31,278,309,513,3461,989,310752,309,3974
3550,2011-06-01,Summer,2011,Jun,19,0,1,Mist/Cloudy,0.74,0.7121,0.79,16,248,264,513,3461,824,310752,264,3974
3551,2011-06-01,Summer,2011,Jun,20,0,1,Mist/Cloudy,0.74,0.7121,0.79,23,233,256,513,3461,814,310752,256,3974
3552,2011-06-01,Summer,2011,Jun,21,0,1,Clear/Partly Cloudy,0.74,0.697,0.7,29,161,190,513,3461,628,310752,190,3974
3553,2011-06-01,Summer,2011,Jun,22,0,1,Clear/Partly Cloudy,0.74,0.697,0.66,14,115,129,513,3461,415,310752,129,3974
3554,2011-06-01,Summer,2011,Jun,23,0,1,Clear/Partly Cloudy,0.74,0.6667,0.51,10,59,69,513,3461,227,310752,69,3974
3555,2011-06-02,Summer,2011,Jun,0,0,1,Clear/Partly Cloudy,0.74,0.6515,0.4,11,31,42,736,4232,148,393024,42,4968
3556,2011-06-02,Summer,2011,Jun,1,0,1,Clear/Partly Cloudy,0.72,0.6515,0.38,3,12,15,736,4232,51,393024,15,4968
3557,2011-06-02,Summer,2011,Jun,2,0,1,Clear/Partly Cloudy,0.7,0.6364,0.39,0,6,6,736,4232,18,393024,6,4968
3558,2011-06-02,Summer,2011,Jun,3,0,1,Clear/Partly Cloudy,0.66,0.6212,0.44,0,4,4,736,4232,12,393024,4,4968
3559,2011-06-02,Summer,2011,Jun,4,0,1,Clear/Partly Cloudy,0.66,0.6212,0.41,0,3,3,736,4232,9,393024,3,4968
3560,2011-06-02,Summer,2011,Jun,5,0,1,Clear/Partly Cloudy,0.66,0.6212,0.39,3,28,31,736,4232,99,393024,31,4968
3561,2011-06-02,Summer,2011,Jun,6,0,1,Clear/Partly Cloudy,0.66,0.6212,0.39,7,106,113,736,4232,353,393024,113,4968
3562,2011-06-02,Summer,2011,Jun,7,0,1,Clear/Partly Cloudy,0.7,0.6364,0.34,19,285,304,736,4232,950,393024,304,4968
3563,2011-06-02,Summer,2011,Jun,8,0,1,Clear/Partly Cloudy,0.7,0.6364,0.32,25,442,467,736,4232,1451,393024,467,4968
3564,2011-06-02,Summer,2011,Jun,9,0,1,Clear/Partly Cloudy,0.72,0.6364,0.26,28,197,225,736,4232,731,393024,225,4968
3565,2011-06-02,Summer,2011,Jun,10,0,1,Clear/Partly Cloudy,0.72,0.6515,0.28,33,106,139,736,4232,483,393024,139,4968
3566,2011-06-02,Summer,2011,Jun,11,0,1,Clear/Partly Cloudy,0.74,0.6515,0.28,42,123,165,736,4232,579,393024,165,4968
3567,2011-06-02,Summer,2011,Jun,12,0,1,Clear/Partly Cloudy,0.76,0.6667,0.25,39,193,232,736,4232,774,393024,232,4968
3568,2011-06-02,Summer,2011,Jun,13,0,1,Clear/Partly Cloudy,0.8,0.6818,0.24,35,168,203,736,4232,679,393024,203,4968
3569,2011-06-02,Summer,2011,Jun,14,0,1,Clear/Partly Cloudy,0.78,0.6667,0.24,43,142,185,736,4232,641,393024,185,4968
3570,2011-06-02,Summer,2011,Jun,15,0,1,Clear/Partly Cloudy,0.8,0.6818,0.21,44,144,188,736,4232,652,393024,188,4968
3571,2011-06-02,Summer,2011,Jun,16,0,1,Clear/Partly Cloudy,0.8,0.6818,0.22,63,255,318,736,4232,1080,393024,318,4968
3572,2011-06-02,Summer,2011,Jun,17,0,1,Clear/Partly Cloudy,0.76,0.6515,0.2,88,484,572,736,4232,1892,393024,572,4968
3573,2011-06-02,Summer,2011,Jun,18,0,1,Clear/Partly Cloudy,0.74,0.6515,0.22,74,451,525,736,4232,1723,393024,525,4968
3574,2011-06-02,Summer,2011,Jun,19,0,1,Clear/Partly Cloudy,0.72,0.6364,0.23,58,321,379,736,4232,1253,393024,379,4968
3575,2011-06-02,Summer,2011,Jun,20,0,1,Clear/Partly Cloudy,0.7,0.6364,0.24,51,286,337,736,4232,1113,393024,337,4968
3576,2011-06-02,Summer,2011,Jun,21,0,1,Clear/Partly Cloudy,0.66,0.6212,0.31,33,215,248,736,4232,810,393024,248,4968
3577,2011-06-02,Summer,2011,Jun,22,0,1,Clear/Partly Cloudy,0.64,0.6212,0.33,14,141,155,736,4232,493,393024,155,4968
3578,2011-06-02,Summer,2011,Jun,23,0,1,Clear/Partly Cloudy,0.62,0.6212,0.35,23,89,112,736,4232,382,393024,112,4968
3579,2011-06-03,Summer,2011,Jun,0,0,1,Clear/Partly Cloudy,0.62,0.6212,0.38,15,53,68,898,4414,234,425568,68,5312
3580,2011-06-03,Summer,2011,Jun,1,0,1,Clear/Partly Cloudy,0.6,0.6212,0.38,7,15,22,898,4414,80,425568,22,5312
3581,2011-06-03,Summer,2011,Jun,2,0,1,Clear/Partly Cloudy,0.56,0.5303,0.43,0,12,12,898,4414,36,425568,12,5312
3582,2011-06-03,Summer,2011,Jun,3,0,1,Clear/Partly Cloudy,0.54,0.5152,0.49,0,5,5,898,4414,15,425568,5,5312
3583,2011-06-03,Summer,2011,Jun,4,0,1,Clear/Partly Cloudy,0.52,0.5,0.48,1,5,6,898,4414,20,425568,6,5312
3584,2011-06-03,Summer,2011,Jun,5,0,1,Clear/Partly Cloudy,0.52,0.5,0.48,4,24,28,898,4414,92,425568,28,5312
3585,2011-06-03,Summer,2011,Jun,6,0,1,Clear/Partly Cloudy,0.54,0.5152,0.45,8,98,106,898,4414,334,425568,106,5312
3586,2011-06-03,Summer,2011,Jun,7,0,1,Clear/Partly Cloudy,0.54,0.5152,0.45,25,252,277,898,4414,881,425568,277,5312
3587,2011-06-03,Summer,2011,Jun,8,0,1,Mist/Cloudy,0.56,0.5303,0.43,31,471,502,898,4414,1568,425568,502,5312
3588,2011-06-03,Summer,2011,Jun,9,0,1,Clear/Partly Cloudy,0.58,0.5455,0.4,36,194,230,898,4414,762,425568,230,5312
3589,2011-06-03,Summer,2011,Jun,10,0,1,Clear/Partly Cloudy,0.62,0.6212,0.33,54,107,161,898,4414,591,425568,161,5312
3590,2011-06-03,Summer,2011,Jun,11,0,1,Clear/Partly Cloudy,0.64,0.6212,0.31,57,135,192,898,4414,690,425568,192,5312
3591,2011-06-03,Summer,2011,Jun,12,0,1,Clear/Partly Cloudy,0.66,0.6212,0.27,51,208,259,898,4414,879,425568,259,5312
3592,2011-06-03,Summer,2011,Jun,13,0,1,Clear/Partly Cloudy,0.68,0.6212,0.26,58,190,248,898,4414,860,425568,248,5312
3593,2011-06-03,Summer,2011,Jun,14,0,1,Clear/Partly Cloudy,0.7,0.6364,0.28,66,174,240,898,4414,852,425568,240,5312
3594,2011-06-03,Summer,2011,Jun,15,0,1,Clear/Partly Cloudy,0.7,0.6364,0.28,56,156,212,898,4414,748,425568,212,5312
3595,2011-06-03,Summer,2011,Jun,16,0,1,Clear/Partly Cloudy,0.72,0.6364,0.26,63,286,349,898,4414,1173,425568,349,5312
3596,2011-06-03,Summer,2011,Jun,17,0,1,Clear/Partly Cloudy,0.72,0.6364,0.25,73,485,558,898,4414,1820,425568,558,5312
3597,2011-06-03,Summer,2011,Jun,18,0,1,Clear/Partly Cloudy,0.7,0.6364,0.24,76,488,564,898,4414,1844,425568,564,5312
3598,2011-06-03,Summer,2011,Jun,19,0,1,Clear/Partly Cloudy,0.68,0.6212,0.26,53,338,391,898,4414,1279,425568,391,5312
3599,2011-06-03,Summer,2011,Jun,20,0,1,Clear/Partly Cloudy,0.64,0.6212,0.29,57,236,293,898,4414,993,425568,293,5312
3600,2011-06-03,Summer,2011,Jun,21,0,1,Clear/Partly Cloudy,0.64,0.6212,0.29,51,196,247,898,4414,843,425568,247,5312
3601,2011-06-03,Summer,2011,Jun,22,0,1,Clear/Partly Cloudy,0.62,0.6212,0.35,26,145,171,898,4414,565,425568,171,5312
3602,2011-06-03,Summer,2011,Jun,23,0,1,Clear/Partly Cloudy,0.58,0.5455,0.46,30,141,171,898,4414,573,425568,171,5312
3603,2011-06-04,Summer,2011,Jun,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.52,24,69,93,1869,3473,327,474336,93,5342
3604,2011-06-04,Summer,2011,Jun,1,0,0,Clear/Partly Cloudy,0.54,0.5152,0.64,14,80,94,1869,3473,310,474336,94,5342
3605,2011-06-04,Summer,2011,Jun,2,0,0,Clear/Partly Cloudy,0.54,0.5152,0.56,18,41,59,1869,3473,213,474336,59,5342
3606,2011-06-04,Summer,2011,Jun,3,0,0,Clear/Partly Cloudy,0.52,0.5,0.59,8,10,18,1869,3473,70,474336,18,5342
3607,2011-06-04,Summer,2011,Jun,4,0,0,Clear/Partly Cloudy,0.52,0.5,0.59,4,11,15,1869,3473,53,474336,15,5342
3608,2011-06-04,Summer,2011,Jun,5,0,0,Clear/Partly Cloudy,0.5,0.4848,0.64,3,5,8,1869,3473,30,474336,8,5342
3609,2011-06-04,Summer,2011,Jun,6,0,0,Clear/Partly Cloudy,0.54,0.5152,0.6,11,17,28,1869,3473,106,474336,28,5342
3610,2011-06-04,Summer,2011,Jun,7,0,0,Clear/Partly Cloudy,0.56,0.5303,0.56,27,60,87,1869,3473,315,474336,87,5342
3611,2011-06-04,Summer,2011,Jun,8,0,0,Clear/Partly Cloudy,0.6,0.6212,0.46,29,96,125,1869,3473,433,474336,125,5342
3612,2011-06-04,Summer,2011,Jun,9,0,0,Clear/Partly Cloudy,0.62,0.6212,0.43,55,169,224,1869,3473,782,474336,224,5342
3613,2011-06-04,Summer,2011,Jun,10,0,0,Clear/Partly Cloudy,0.64,0.6212,0.38,115,202,317,1869,3473,1181,474336,317,5342
3614,2011-06-04,Summer,2011,Jun,11,0,0,Clear/Partly Cloudy,0.66,0.6212,0.36,120,249,369,1869,3473,1347,474336,369,5342
3615,2011-06-04,Summer,2011,Jun,12,0,0,Clear/Partly Cloudy,0.7,0.6364,0.32,150,270,420,1869,3473,1560,474336,420,5342
3616,2011-06-04,Summer,2011,Jun,13,0,0,Clear/Partly Cloudy,0.74,0.6515,0.28,188,268,456,1869,3473,1744,474336,456,5342
3617,2011-06-04,Summer,2011,Jun,14,0,0,Clear/Partly Cloudy,0.74,0.6515,0.33,193,258,451,1869,3473,1739,474336,451,5342
3618,2011-06-04,Summer,2011,Jun,15,0,0,Mist/Cloudy,0.74,0.6515,0.27,180,224,404,1869,3473,1572,474336,404,5342
3619,2011-06-04,Summer,2011,Jun,16,0,0,Mist/Cloudy,0.72,0.6515,0.3,168,272,440,1869,3473,1656,474336,440,5342
3620,2011-06-04,Summer,2011,Jun,17,0,0,Mist/Cloudy,0.72,0.6515,0.34,142,202,344,1869,3473,1316,474336,344,5342
3621,2011-06-04,Summer,2011,Jun,18,0,0,Mist/Cloudy,0.74,0.6515,0.3,127,214,341,1869,3473,1277,474336,341,5342
3622,2011-06-04,Summer,2011,Jun,19,0,0,Mist/Cloudy,0.7,0.6364,0.39,79,206,285,1869,3473,1013,474336,285,5342
3623,2011-06-04,Summer,2011,Jun,20,0,0,Mist/Cloudy,0.7,0.6515,0.48,90,149,239,1869,3473,897,474336,239,5342
3624,2011-06-04,Summer,2011,Jun,21,0,0,Mist/Cloudy,0.66,0.6212,0.47,46,139,185,1869,3473,647,474336,185,5342
3625,2011-06-04,Summer,2011,Jun,22,0,0,Clear/Partly Cloudy,0.64,0.6212,0.57,49,141,190,1869,3473,668,474336,190,5342
3626,2011-06-04,Summer,2011,Jun,23,0,0,Mist/Cloudy,0.64,0.6212,0.57,29,121,150,1869,3473,508,474336,150,5342
3627,2011-06-05,Summer,2011,Jun,0,0,0,Clear/Partly Cloudy,0.64,0.6212,0.57,23,90,113,1685,3221,385,434112,113,4906
3628,2011-06-05,Summer,2011,Jun,1,0,0,Mist/Cloudy,0.64,0.6212,0.61,26,70,96,1685,3221,340,434112,96,4906
3629,2011-06-05,Summer,2011,Jun,2,0,0,Mist/Cloudy,0.64,0.6212,0.61,16,48,64,1685,3221,224,434112,64,4906
3630,2011-06-05,Summer,2011,Jun,3,0,0,Mist/Cloudy,0.62,0.6061,0.65,22,25,47,1685,3221,185,434112,47,4906
3631,2011-06-05,Summer,2011,Jun,4,0,0,Mist/Cloudy,0.62,0.6061,0.65,4,8,12,1685,3221,44,434112,12,4906
3632,2011-06-05,Summer,2011,Jun,5,0,0,Mist/Cloudy,0.62,0.6061,0.61,1,5,6,1685,3221,20,434112,6,4906
3633,2011-06-05,Summer,2011,Jun,6,0,0,Mist/Cloudy,0.62,0.6061,0.61,10,11,21,1685,3221,83,434112,21,4906
3634,2011-06-05,Summer,2011,Jun,7,0,0,Mist/Cloudy,0.6,0.5909,0.73,8,19,27,1685,3221,97,434112,27,4906
3635,2011-06-05,Summer,2011,Jun,8,0,0,Mist/Cloudy,0.6,0.5909,0.73,24,74,98,1685,3221,342,434112,98,4906
3636,2011-06-05,Summer,2011,Jun,9,0,0,Mist/Cloudy,0.6,0.5758,0.78,53,111,164,1685,3221,598,434112,164,4906
3637,2011-06-05,Summer,2011,Jun,10,0,0,Mist/Cloudy,0.62,0.5909,0.73,83,168,251,1685,3221,919,434112,251,4906
3638,2011-06-05,Summer,2011,Jun,11,0,0,Mist/Cloudy,0.64,0.6061,0.69,121,214,335,1685,3221,1247,434112,335,4906
3639,2011-06-05,Summer,2011,Jun,12,0,0,Mist/Cloudy,0.64,0.6061,0.69,123,212,335,1685,3221,1251,434112,335,4906
3640,2011-06-05,Summer,2011,Jun,13,0,0,Clear/Partly Cloudy,0.66,0.6212,0.65,154,213,367,1685,3221,1409,434112,367,4906
3641,2011-06-05,Summer,2011,Jun,14,0,0,Clear/Partly Cloudy,0.7,0.6515,0.58,161,224,385,1685,3221,1477,434112,385,4906
3642,2011-06-05,Summer,2011,Jun,15,0,0,Clear/Partly Cloudy,0.7,0.6515,0.54,161,256,417,1685,3221,1573,434112,417,4906
3643,2011-06-05,Summer,2011,Jun,16,0,0,Clear/Partly Cloudy,0.72,0.6667,0.51,138,260,398,1685,3221,1470,434112,398,4906
3644,2011-06-05,Summer,2011,Jun,17,0,0,Clear/Partly Cloudy,0.74,0.6667,0.51,126,264,390,1685,3221,1422,434112,390,4906
3645,2011-06-05,Summer,2011,Jun,18,0,0,Clear/Partly Cloudy,0.7,0.6515,0.58,124,239,363,1685,3221,1337,434112,363,4906
3646,2011-06-05,Summer,2011,Jun,19,0,0,Clear/Partly Cloudy,0.68,0.6364,0.65,108,249,357,1685,3221,1287,434112,357,4906
3647,2011-06-05,Summer,2011,Jun,20,0,0,Clear/Partly Cloudy,0.66,0.6212,0.69,84,195,279,1685,3221,1005,434112,279,4906
3648,2011-06-05,Summer,2011,Jun,21,0,0,Clear/Partly Cloudy,0.64,0.6061,0.73,54,111,165,1685,3221,603,434112,165,4906
3649,2011-06-05,Summer,2011,Jun,22,0,0,Clear/Partly Cloudy,0.64,0.5909,0.78,36,94,130,1685,3221,462,434112,130,4906
3650,2011-06-05,Summer,2011,Jun,23,0,0,Clear/Partly Cloudy,0.62,0.5909,0.78,25,61,86,1685,3221,308,434112,86,4906
3651,2011-06-06,Summer,2011,Jun,0,0,1,Clear/Partly Cloudy,0.62,0.5909,0.78,11,18,29,673,3875,109,359760,29,4548
3652,2011-06-06,Summer,2011,Jun,1,0,1,Clear/Partly Cloudy,0.6,0.5606,0.83,9,5,14,673,3875,60,359760,14,4548
3653,2011-06-06,Summer,2011,Jun,2,0,1,Clear/Partly Cloudy,0.58,0.5455,0.88,4,4,8,673,3875,32,359760,8,4548
3654,2011-06-06,Summer,2011,Jun,3,0,1,Clear/Partly Cloudy,0.58,0.5455,0.88,2,3,5,673,3875,19,359760,5,4548
3655,2011-06-06,Summer,2011,Jun,4,0,1,Clear/Partly Cloudy,0.56,0.5303,0.94,4,4,8,673,3875,32,359760,8,4548
3656,2011-06-06,Summer,2011,Jun,5,0,1,Clear/Partly Cloudy,0.56,0.5303,0.88,7,24,31,673,3875,107,359760,31,4548
3657,2011-06-06,Summer,2011,Jun,6,0,1,Clear/Partly Cloudy,0.58,0.5455,0.88,11,101,112,673,3875,358,359760,112,4548
3658,2011-06-06,Summer,2011,Jun,7,0,1,Clear/Partly Cloudy,0.62,0.5909,0.78,18,281,299,673,3875,933,359760,299,4548
3659,2011-06-06,Summer,2011,Jun,8,0,1,Clear/Partly Cloudy,0.64,0.6061,0.73,28,410,438,673,3875,1370,359760,438,4548
3660,2011-06-06,Summer,2011,Jun,9,0,1,Clear/Partly Cloudy,0.7,0.6515,0.58,26,162,188,673,3875,616,359760,188,4548
3661,2011-06-06,Summer,2011,Jun,10,0,1,Clear/Partly Cloudy,0.72,0.6667,0.51,31,64,95,673,3875,347,359760,95,4548
3662,2011-06-06,Summer,2011,Jun,11,0,1,Clear/Partly Cloudy,0.74,0.6667,0.42,39,72,111,673,3875,411,359760,111,4548
3663,2011-06-06,Summer,2011,Jun,12,0,1,Clear/Partly Cloudy,0.76,0.6667,0.37,25,128,153,673,3875,509,359760,153,4548
3664,2011-06-06,Summer,2011,Jun,13,0,1,Clear/Partly Cloudy,0.78,0.6818,0.35,28,152,180,673,3875,596,359760,180,4548
3665,2011-06-06,Summer,2011,Jun,14,0,1,Clear/Partly Cloudy,0.78,0.6818,0.31,46,99,145,673,3875,527,359760,145,4548
3666,2011-06-06,Summer,2011,Jun,15,0,1,Clear/Partly Cloudy,0.8,0.697,0.29,38,127,165,673,3875,571,359760,165,4548
3667,2011-06-06,Summer,2011,Jun,16,0,1,Clear/Partly Cloudy,0.76,0.6667,0.33,34,233,267,673,3875,869,359760,267,4548
3668,2011-06-06,Summer,2011,Jun,17,0,1,Clear/Partly Cloudy,0.78,0.6818,0.33,63,516,579,673,3875,1863,359760,579,4548
3669,2011-06-06,Summer,2011,Jun,18,0,1,Clear/Partly Cloudy,0.76,0.6667,0.31,56,500,556,673,3875,1780,359760,556,4548
3670,2011-06-06,Summer,2011,Jun,19,0,1,Clear/Partly Cloudy,0.72,0.6667,0.54,64,343,407,673,3875,1349,359760,407,4548
3671,2011-06-06,Summer,2011,Jun,20,0,1,Clear/Partly Cloudy,0.68,0.6364,0.61,59,277,336,673,3875,1126,359760,336,4548
3672,2011-06-06,Summer,2011,Jun,21,0,1,Clear/Partly Cloudy,0.66,0.6212,0.57,29,160,189,673,3875,625,359760,189,4548
3673,2011-06-06,Summer,2011,Jun,22,0,1,Clear/Partly Cloudy,0.66,0.6212,0.61,36,137,173,673,3875,591,359760,173,4548
3674,2011-06-06,Summer,2011,Jun,23,0,1,Clear/Partly Cloudy,0.64,0.6061,0.69,5,55,60,673,3875,190,359760,60,4548
3675,2011-06-07,Summer,2011,Jun,0,0,1,Clear/Partly Cloudy,0.64,0.6061,0.65,5,15,20,763,4070,70,384600,20,4833
3676,2011-06-07,Summer,2011,Jun,1,0,1,Clear/Partly Cloudy,0.62,0.6061,0.69,2,2,4,763,4070,16,384600,4,4833
3677,2011-06-07,Summer,2011,Jun,2,0,1,Clear/Partly Cloudy,0.6,0.5909,0.73,3,2,5,763,4070,21,384600,5,4833
3678,2011-06-07,Summer,2011,Jun,3,0,1,Clear/Partly Cloudy,0.6,0.5909,0.73,1,1,2,763,4070,8,384600,2,4833
3679,2011-06-07,Summer,2011,Jun,4,0,1,Clear/Partly Cloudy,0.58,0.5455,0.83,2,3,5,763,4070,19,384600,5,4833
3680,2011-06-07,Summer,2011,Jun,5,0,1,Clear/Partly Cloudy,0.58,0.5455,0.88,2,30,32,763,4070,100,384600,32,4833
3681,2011-06-07,Summer,2011,Jun,6,0,1,Clear/Partly Cloudy,0.6,0.5758,0.78,10,116,126,763,4070,398,384600,126,4833
3682,2011-06-07,Summer,2011,Jun,7,0,1,Mist/Cloudy,0.64,0.6061,0.69,23,311,334,763,4070,1048,384600,334,4833
3683,2011-06-07,Summer,2011,Jun,8,0,1,Mist/Cloudy,0.68,0.6364,0.61,45,432,477,763,4070,1521,384600,477,4833
3684,2011-06-07,Summer,2011,Jun,9,0,1,Mist/Cloudy,0.72,0.6667,0.58,27,190,217,763,4070,705,384600,217,4833
3685,2011-06-07,Summer,2011,Jun,10,0,1,Mist/Cloudy,0.76,0.6818,0.48,37,86,123,763,4070,443,384600,123,4833
3686,2011-06-07,Summer,2011,Jun,11,0,1,Mist/Cloudy,0.76,0.697,0.52,38,113,151,763,4070,529,384600,151,4833
3687,2011-06-07,Summer,2011,Jun,12,0,1,Mist/Cloudy,0.8,0.7273,0.46,42,141,183,763,4070,633,384600,183,4833
3688,2011-06-07,Summer,2011,Jun,13,0,1,Mist/Cloudy,0.8,0.7273,0.43,55,141,196,763,4070,698,384600,196,4833
